	cluster	instances	deposits	length
498	['IBM']	49	19	1
499	['NS5', 'NS0', 'NS1', 'LYC']	49	29	4
500	['F42']	49	13	1
501	['SGC']	49	21	1
502	['ANG', 'URC', 'XAZ', '75K', 'MOG', 'BTY', '8HX']	49	30	7
503	['PCF']	48	9	1
504	['STR']	48	29	1
505	['XFJ', 'XFL', 'XFM', 'XFH', 'XFK']	48	21	5
506	['OEG', '4NI', '0VT', 'GUA', 'URP', '4AT', 'G9A']	48	24	7
507	['SPO', 'SP2']	47	45	2
508	['D16']	47	13	1
509	['F43']	47	22	1
510	['RUB']	47	12	1
511	['DHT']	47	44	1
512	['06C', '6WO', 'MMC']	47	17	3
513	['XPE']	47	18	1
514	['NET', '9D2', '3SY']	46	14	3
515	['DTV']	46	32	1
516	['SY9']	46	7	1
517	['TRT']	46	12	1
518	['CMY', 'N8C', 'KNA', '8AC', 'TEG']	46	22	5
519	['DHE']	46	24	1
520	['XP4']	46	4	1
521	['DEP']	46	23	1
522	['JNI']	46	1	1
523	['MRY']	46	20	1
524	['G6D', 'AGL']	46	27	2
525	['ZEX']	46	5	1
526	['IM2']	46	22	1
527	['8CT']	46	2	1
528	['D3D', 'PGT']	46	14	2
529	['WT2', 'NMM', 'HAR', '4JK', 'LN5']	46	23	5
530	['UD2', 'UD6']	46	20	2
531	['4LW', 'AOT', '4LV', 'PPY']	45	19	4
532	['4IP']	45	26	1
533	['HMC', 'ACI']	45	25	2
534	['L0B']	45	9	1
535	['GST']	45	15	1
536	['DXX', 'TTN', 'MAK', 'KIV']	45	21	4
537	['D4T', 'D3T', '23T', '4Y3']	45	27	4
538	['VNL', 'F31', 'F0M', 'I75']	45	11	4
539	['KIW', 'KIU']	44	2	2
540	['BNZ', '0PY', 'P1R']	44	21	3
541	['DAU']	44	10	1
542	['I6P']	44	35	1
543	['IDR']	44	9	1
544	['SFU']	44	3	1
545	['0BP', 'BNL', 'RW1', '5SH', '9BS']	44	11	5
546	['HAS']	44	38	1
547	['THF', 'FOZ', 'FFO']	44	21	3
548	['STI']	44	24	1
549	['B6D']	43	3	1
550	['GET']	43	12	1
551	['A8S']	43	29	1
552	['4ZV', '1F1', '2HU', '6NI', 'ABI', 'JDN', '5NI', 'H5J', '2ZM', '3NY', '6NT']	43	26	11
553	['EPU']	43	11	1
554	['MGP', 'MGO']	43	24	2
555	['DDL']	42	4	1
556	['CEF']	42	20	1
557	['PZG', '8OS', 'EQ4']	42	17	3
558	['W9T']	42	4	1
559	['8UZ']	42	3	1
560	['YE1']	42	5	1
561	['FLM', '2C9', '71K', '3FA', 'MBD', '2MY', 'PYG', 'GQV', '3MC', 'ZTN', 'FFP']	42	19	11
562	['79M', 'EKG', '97M']	42	7	3
563	['T44']	42	23	1
564	['PVN']	41	3	1
565	['TRR', 'TOP']	41	22	2
566	['VVO', 'MH2', 'OFE', 'C1O']	41	12	4
567	['GJK', 'FER']	41	26	2
568	['TRH']	41	14	1
569	['DGA']	40	36	1
570	['QY9', 'PAC', 'I4B', 'PL0', 'PHU']	40	23	5
571	['A2P']	40	20	1
572	['IMN']	40	24	1
573	['LMZ']	40	4	1
574	['ASG']	40	19	1
575	['M7G']	40	26	1
576	['AQO', 'M5K', '29G', 'LUZ', 'M4A', '4HC', 'AJ2', 'Q24', 'AZ8', 'ZZ1', 'MEW', 'PE0', '29H']	40	25	13
577	['3AY', 'ERH', '5AN', '6MU', '3AW', '6AM', '71L', '5ZE', '13X', 'AX2', 'WDL']	40	18	11
578	['SBY', 'C15']	40	20	2
579	['DG', 'DGP']	40	20	2
580	['1DU', '56T', 'HSM']	40	18	3
581	['R1P']	40	9	1
582	['HDE']	40	10	1
583	['6CL', 'API']	39	21	2
584	['SPH']	39	39	1
585	['1N7']	39	11	1
586	['FEC']	39	6	1
587	['PX6', 'LPP']	39	10	2
588	['6OU']	39	6	1
589	['SF3']	39	20	1
590	['LOP']	38	10	1
591	['BVQ']	38	17	1
592	['DDQ']	38	17	1
593	['MHA', 'NTA']	38	23	2
594	['TA5', 'NVI', 'FU2', '2EZ', 'BVG', 'MZ0']	38	15	6
595	['18T', '0FX', 'T3Q']	38	17	3
596	['DOB', 'DSJ', '1RT', '5CU', 'K3M', 'IPB', '4M0', 'BHA', 'FA0', '5NU', 'FNN']	38	23	11
597	['GDS']	38	21	1
598	['1VU']	37	11	1
599	['PLL']	37	13	1
600	['03V', 'ES5', 'OCH', 'COU', '2AQ', '4FS']	37	18	6
601	['XCC']	37	12	1
602	['IVM']	37	8	1
603	['7MT']	37	13	1
604	['BTI']	37	15	1
605	['FEL', 'VN3', 'VN4']	37	18	3
606	['DNO', 'MTL']	37	20	2
607	['4LU']	37	23	1
608	['FON']	37	22	1
609	['LSS', 'DSZ', '4AD', 'AMO', 'NSS']	37	19	5
610	['A5P']	36	16	1
611	['PNM']	36	20	1
612	['TG1']	36	29	1
613	['TCH']	36	10	1
614	['FQ8']	36	3	1
615	['PSJ', '0YR']	36	7	2
616	['JRR', 'HW0', 'JI5', 'H4W', 'HW9']	36	18	5
617	['IP8', 'GPF', 'GPJ', '48X', '4LR', '3S5']	36	23	6
618	['NAA']	36	12	1
619	['RNS', 'RNT']	36	9	2
620	['BML', '4JN']	36	10	2
621	['TZD']	36	31	1
622	['GTS']	36	15	1
623	['E64']	36	21	1
624	['TES']	36	27	1
625	['8DG']	36	22	1
626	['HJH', 'QUS']	36	17	2
627	['223', 'DIH']	35	10	2
628	['NBG']	35	18	1
629	['PEU']	35	17	1
630	['FUA']	35	13	1
631	['ZOL']	35	16	1
632	['HF2', 'DPN']	35	19	2
633	['FOA', 'TZC', '6EX', 'PYC']	35	18	4
634	['DCW']	35	7	1
635	['71B', '24B', 'ZZT', 'HMU', 'NSP', 'FYU', 'HMH']	34	15	7
636	['LDN', 'B4B']	34	4	2
637	['2J4', 'NGT']	34	17	2
638	['BGP', 'G6S']	34	7	2
639	['KOU', 'PLS']	34	20	2
640	['8P7', '2MI', 'AX7', 'BU8']	34	23	4
641	['ROC']	34	27	1
642	['PFB']	34	16	1
643	['ERY']	34	26	1
644	['AVU']	34	6	1
645	['ZMP']	34	18	1
646	['JZR']	34	11	1
647	['OHT']	34	11	1
648	['GER']	34	19	1
649	['DFP']	34	19	1
650	['DOR']	33	30	1
651	['PPE', 'PGU', 'QLP', 'PL6']	33	15	4
652	['TSA']	33	11	1
653	['ZEZ', 'ZEA']	33	11	2
654	['PAU']	33	14	1
655	['CO8']	33	13	1
656	['0YN', 'VIB']	33	14	2
657	['XMM']	33	18	1
658	['6OA', '2VS', '7C3', '2XP', '6UN', '6OD', '6OH']	33	10	7
659	['5PA']	33	4	1
660	['ACX']	33	14	1
661	['GCO']	33	10	1
662	['PIN']	33	16	1
663	['42D', 'NGC', '18D']	33	9	3
664	['6Y5', 'DO4', '7DH', '7N5']	33	6	4
665	['ERI']	32	8	1
666	['PAO', 'RPI', 'CCW']	32	9	3
667	['1N1']	32	20	1
668	['149']	32	8	1
669	['MYC']	32	10	1
670	['IPM']	32	21	1
671	['4QY', 'NGS']	32	13	2
672	['SCR']	32	18	1
673	['23E']	32	16	1
674	['SRP', 'SSA']	32	17	2
675	['A5A', '5AL']	32	16	2
676	['MLK']	32	4	1
677	['1GL']	32	8	1
678	['B4P']	32	20	1
679	['COD']	32	15	1
680	['1HA']	32	3	1
681	['SP5', 'F15']	32	10	2
682	['MBG']	32	14	1
683	['6PG']	32	15	1
684	['8LA', '8L7']	32	5	2
685	['DCS']	32	14	1
686	['MSE']	32	19	1
687	['CPZ', 'C1M', '1CI']	32	10	3
688	['ABH', '2BH', 'M3L']	32	15	3
689	['SVR']	32	12	1
690	['KRS']	32	9	1
691	['CDR']	32	5	1
692	['0GJ']	32	11	1
693	['PDA', 'PP3', 'F0G']	32	15	3
694	['LGU']	32	13	1
695	['ES3', 'BYZ']	31	9	2
696	['MD1']	31	13	1
697	['2NC']	31	31	1
698	['ET']	31	18	1
699	['PXM', 'PXL', 'UEG']	31	15	3
700	['OMO', 'MOM']	31	9	2
701	['EVB']	31	10	1
702	['TYL', '4HP']	31	18	2
703	['MQ7']	31	25	1
704	['IM5']	31	7	1
705	['DHF']	31	17	1
706	['FBS', 'SAN', '4J8', 'TSU']	30	13	4
707	['SHO', 'PG3', 'VKC', 'HTX', '8JZ', '6NA', 'DAV']	30	24	7
708	['PYV']	30	15	1
709	['DGS']	30	6	1
710	['6R7', 'DNF', '6R6']	30	10	3
711	['0O3', '10E', '2JA', 'H6P', '10D']	30	16	5
712	['FAR']	30	21	1
713	['FCT', 'CTR']	30	18	2
714	['S3P']	30	24	1
715	['CFM']	30	13	1
716	['LAB']	30	16	1
717	['TAT', 'T99']	30	7	2
718	['3GP']	30	20	1
719	['PIY', '4F9', '4FL', 'PIW', 'PIM', '231']	30	19	6
720	['FZ4']	30	6	1
721	['RM4', 'FCB']	30	13	2
722	['TAC']	30	14	1
723	['202', 'AST', 'BSY', 'TAS']	30	14	4
724	['8TR', 'MEE', 'SX']	30	16	3
725	['DAT']	29	11	1
726	['TPS']	29	10	1
727	['0LH', 'TSS', 'ZCW', 'TSH']	29	16	4
728	['2ND', '5F1', '3D1', 'MDR']	29	13	4
729	['GTR']	29	18	1
730	['9RN']	29	6	1
731	['PPS', 'PAP']	29	18	2
732	['M8C']	29	6	1
733	['2AM']	29	21	1
734	['RI2']	29	11	1
735	['H2U']	29	5	1
736	['DG3']	29	15	1
737	['GNG', '2FD']	29	16	2
738	['CHB', '9TW', 'P9P']	29	3	3
739	['TC6', 'HXC']	29	11	2
740	['UQ2']	29	22	1
741	['CHO']	29	13	1
742	['GAR']	29	19	1
743	['DAH', 'MMS', 'YOF']	29	9	3
744	['HXG', '3PC']	29	5	2
745	['T3Y']	29	8	1
746	['GNX', 'PDX']	28	4	2
747	['6AK']	28	3	1
748	['5LS']	28	1	1
749	['CYZ']	28	8	1
750	['DHC']	28	10	1
751	['APJ']	28	2	1
752	['BM3']	28	7	1
753	['SRY', '71R']	28	22	2
754	['PXX']	28	5	1
755	['RMN', 'PG9', 'GRO']	28	9	3
756	['4DW', 'GPB', 'LYA']	28	11	3
757	['MGE']	28	3	1
758	['ZIL']	28	1	1
759	['TSN']	28	12	1
760	['VFV']	28	3	1
761	['PX8', '3PH', 'MX7']	28	18	3
762	['4N2', 'IDG']	28	4	2
763	['3AT']	28	14	1
764	['6OE']	28	3	1
765	['NHF', 'LCN', 'IFL']	28	10	3
766	['PGD']	28	10	1
767	['OAN']	28	18	1
768	['BXP']	28	13	1
769	['SCA']	27	9	1
770	['TPF']	27	17	1
771	['RIO', 'N30']	27	12	2
772	['LP5']	27	18	1
773	['MVL']	27	11	1
774	['GDN']	27	10	1
775	['GGM', 'ONM']	27	7	2
776	['NCD', 'LAY']	27	24	2
777	['GAD']	27	11	1
778	['GBF']	27	1	1
779	['7K9', '4OL']	27	6	2
780	['4PB', 'FOM']	27	16	2
781	['TCU', 'P1F']	27	6	2
782	['ETM']	27	8	1
783	['MJZ', 'HP7']	27	4	2
784	['3TL']	27	26	1
785	['JZ3', 'JZ1', '286', 'SA9', 'NK', 'SOA']	26	19	6
786	['EN1', 'FHC', 'ENO']	26	15	3
787	['OPC']	26	11	1
788	['HSX', '50A']	26	13	2
789	['Q9C', '11A', 'HLG', 'OKP', 'AG3']	26	8	5
790	['S0H', 'TB6']	26	10	2
791	['9TY']	26	3	1
792	['NVP']	26	22	1
793	['ILT', 'NT']	26	19	2
794	['UQ1']	26	17	1
795	['MUN']	26	1	1
796	['SIS', 'FSJ', '6HS']	26	17	3
797	['BS5', 'BT5', '44L']	26	15	3
798	['23N', '5CR', 'ING', 'ZNP', 'BZS']	26	12	5
799	['DP6']	26	8	1
800	['478']	26	21	1
801	['MCM', '4MU']	26	14	2
802	['SPN']	26	26	1
803	['QUK']	26	7	1
804	['PFL']	26	8	1
805	['NAR']	26	12	1
806	['LTM', 'GDL']	26	7	2
807	['DGJ']	26	9	1
808	['P4O']	26	5	1
809	['SV7', 'BNS', 'FB2']	26	12	3
810	['ROL']	26	9	1
811	['22B']	26	15	1
812	['12V']	25	10	1
813	['6F0', 'GRE', '38L', '2ZV', '6M1']	25	7	5
814	['CPQ']	25	15	1
815	['4CQ']	25	2	1
816	['AIG', 'BHG']	25	20	2
817	['FA3', 'DQA']	25	5	2
818	['GFB']	25	7	1
819	['09P']	25	2	1
820	['16A']	25	6	1
821	['OXC', 'D1X']	25	3	2
822	['PDY']	25	2	1
823	['UDH']	25	9	1
824	['BCZ']	25	9	1
825	['5ID']	25	14	1
826	['3QZ']	25	5	1
827	['SDS']	25	10	1
828	['DNH', '1PT', '40O', 'XIF']	25	14	4
829	['DO3']	25	11	1
830	['3SL', 'OCS', '0V5']	25	8	3
831	['SFP']	25	4	1
832	['XXR']	25	3	1
833	['CSC']	25	3	1
834	['DHY']	25	11	1
835	['UN1', '9YT']	25	8	2
836	['GTB']	24	10	1
837	['6PQ']	24	1	1
838	['P34']	24	13	1
839	['GDX']	24	5	1
840	['44E']	24	8	1
841	['K4V', 'GBS', 'AAN', 'TYZ']	24	12	4
842	['LAR']	24	18	1
843	['PNP', '4NP', '4NS', '4MB']	24	13	4
844	['RAF']	24	8	1
845	['RJP']	24	1	1
846	['QVS', '4KL']	24	8	2
847	['N1Y', 'IM4']	24	5	2
848	['LOC']	24	16	1
849	['BLM']	24	12	1
850	['MIY']	24	14	1
851	['CDC']	24	6	1
852	['DPF', 'TN7']	24	22	2
853	['G63', 'DMJ', 'MNM', 'AH2']	24	16	4
854	['PYZ']	24	10	1
855	['HDA', 'IHG']	24	18	2
856	['FCN']	24	12	1
857	['MNA', 'AMN']	24	10	2
858	['AG7']	24	10	1
859	['36J', '27J']	24	6	2
860	['3GR', 'GXV']	24	8	2
861	['NTZ', 'HTP', 'GIM', 'AEZ']	24	15	4
862	['N87']	24	1	1
863	['9S8', 'ER2']	24	6	2
864	['GBM']	24	9	1
865	['2K9']	24	1	1
866	['2L4', '2LJ']	24	13	2
867	['EDT']	24	19	1
868	['GTQ', '5RG', '54G', '9TZ', 'NCR', '5M0']	24	14	6
869	['7WB']	24	1	1
870	['PRX', 'VMX']	23	11	2
871	['COW', '2NE']	23	3	2
872	['ATR']	23	15	1
873	['JA3', '69K', '68O']	23	3	3
874	['MAY']	23	4	1
875	['3PL', '9Y6', 'N4B', 'PRA', '9Y3', '268', 'NYL', 'BNF']	23	16	8
876	['DIU']	23	6	1
877	['PXG']	23	10	1
878	['GRF', 'RP5']	23	13	2
879	['M6P', '6MN']	23	13	2
880	['RFP']	23	20	1
881	['MNH']	23	9	1
882	['FDE']	23	7	1
883	['NEQ', 'NEN']	23	13	2
884	['9F2']	23	11	1
885	['HCY']	23	10	1
886	['UNC', 'HWA', 'FOT', 'IJZ', '14B', 'HJP']	23	12	6
887	['PH2']	23	11	1
888	['PS9']	23	4	1
889	['AEH', 'EUG', 'H7Y', 'EOL']	23	13	4
890	['MEF', 'MHF', 'GUE']	23	11	3
891	['AR1', 'DMY']	23	15	2
892	['SHH']	23	10	1
893	['DTB']	23	18	1
894	['TCE']	23	20	1
895	['12H', 'DOA', 'TDA', 'NBA', 'B0U']	23	14	5
896	['KL4', 'KMA']	22	6	2
897	['HFG']	22	11	1
898	['FCA']	22	19	1
899	['AIR']	22	11	1
900	['MQ9']	22	10	1
901	['ZZ7']	22	11	1
902	['AM2']	22	8	1
903	['CUK']	22	4	1
904	['1R2']	22	1	1
905	['HI6']	22	11	1
906	['TXD', 'TXE']	22	9	2
907	['X22', 'X23']	22	3	2
908	['RIT']	22	16	1
909	['2FP']	22	10	1
910	['6EU']	22	6	1
911	['R78']	22	11	1
912	['BMQ']	22	9	1
913	['0O2', 'C1Z']	22	7	2
914	['BLR']	22	8	1
915	['ITU']	22	9	1
916	['HMG']	22	10	1
917	['6KS', '6K3', '6KH', 'KGM']	22	11	4
918	['WM2', 'MRZ', 'BZP', 'NYH', 'D86', 'MN1']	22	20	6
919	['N7I', 'CIY']	22	11	2
920	['1CA']	22	7	1
921	['DM1']	22	16	1
922	['DOC']	22	9	1
923	['HYA', 'XUL', '5FX']	22	11	3
924	['OES']	22	5	1
925	['HTL', '5SR']	22	12	2
926	['CS2']	22	9	1
927	['SOP', 'CMC']	22	14	2
928	['F89']	22	6	1
929	['H95', 'HX2', 'DYD']	22	5	3
930	['A1R', 'AVW']	21	13	2
931	['HGB']	21	21	1
932	['S2C']	21	8	1
933	['8Q1']	21	10	1
934	['A3S']	21	13	1
935	['2O0', 'IOP', '9BF', 'EQ5']	21	13	4
936	['EMO']	21	12	1
937	['JEF']	21	14	1
938	['BM0', 'K3S']	21	7	2
939	['JAA']	21	11	1
940	['3MQ']	21	2	1
941	['ZST']	21	21	1
942	['4LJ', 'BBU']	21	2	2
943	['MCN']	21	13	1
944	['FWF']	21	13	1
945	['TSB', '8QN']	21	8	2
946	['EFO']	21	5	1
947	['UQ8']	21	10	1
948	['EAA']	21	10	1
949	['ATM']	21	11	1
950	['GAP', 'G5A', 'FPJ']	21	11	3
951	['DHK']	21	6	1
952	['WSA', 'TYM']	21	12	2
953	['ITR', '3IO', 'ITW']	21	5	3
954	['OMD']	21	3	1
955	['M77']	21	16	1
956	['PIS']	21	5	1
957	['CE5']	21	13	1
958	['CER']	21	12	1
959	['6H0']	21	8	1
960	['124', '121', 'MI2', '122', '120', '801', '22M', 'CR4', 'BMZ']	21	21	9
961	['M2P']	21	6	1
962	['9CA', 'NRH', 'Z0W', '1IT']	21	10	4
963	['DDO', 'DLY']	21	10	2
964	['SO2']	21	14	1
965	['RG1']	21	3	1
966	['3CX']	21	11	1
967	['DET']	21	8	1
968	['RTZ']	21	6	1
969	['V7O']	21	2	1
970	['NPS']	21	10	1
971	['NEG']	21	3	1
972	['SNO', 'RNO']	21	3	2
973	['KAA', 'LAD']	21	9	2
974	['0CK', 'SB4']	21	11	2
975	['RAP']	21	19	1
976	['KDG']	21	6	1
977	['LGC']	21	11	1
978	['E4P', 'PED']	20	10	2
979	['CTO']	20	11	1
980	['AHZ']	20	3	1
981	['Z82', 'PBP']	20	8	2
982	['7C6']	20	4	1
983	['XI7']	20	6	1
984	['ZMA']	20	20	1
985	['YPG']	20	3	1
986	['HSW', 'VSO', 'ESA', '4J3', 'KOP', 'CEQ']	20	12	6
987	['DEA', '3DD']	20	3	2
988	['FFQ', 'ODV']	20	8	2
989	['FEB']	20	2	1
990	['402']	20	10	1
991	['FLP']	20	11	1
992	['RIS']	20	16	1
993	['DOG']	20	5	1
994	['F2P']	20	1	1
995	['POG']	20	7	1
996	['DEB']	20	7	1
997	['COO']	20	8	1
998	['HW4', 'JI4', 'HW5', 'JSS']	20	10	4
999	['FEH']	20	4	1
1000	['HT']	20	19	1
1001	['8L4']	20	3	1
1002	['6XY']	20	1	1
1003	['H4M']	20	5	1
1004	['T5A']	20	7	1
1005	['EPJ']	20	3	1
1006	['BNI']	20	9	1
1007	['0Q4']	20	16	1
1008	['GTG']	20	16	1
1009	['TKW', '5FU']	20	9	2
1010	['UN9']	20	17	1
1011	['4V4', 'EXI', 'W30', 'SKO']	20	11	4
1012	['KDA']	20	18	1
1013	['GTA']	20	14	1
1014	['DB8']	20	13	1
1015	['EVF', '03T']	20	11	2
1016	['EPZ']	20	6	1
1017	['69O', 'OXP', 'VGX', '9X7']	20	4	4
1018	['3FZ', '3MB', 'ZY9']	20	4	3
1019	['4TP', 'DXP']	20	7	2
1020	['MUR']	20	9	1
1021	['LVZ']	20	1	1
1022	['XRX']	20	1	1
1023	['09S']	20	1	1
1024	['HRG', 'IEL', 'ALY']	20	15	3
1025	['AHG']	20	10	1
1026	['CP6']	20	11	1
1027	['PAF']	20	9	1
1028	['GYP']	20	8	1
1029	['ST9', '3VV']	19	5	2
1030	['4HY']	19	13	1
1031	['I22']	19	7	1
1032	['NBN', 'AE9']	19	17	2
1033	['1CY']	19	7	1
1034	['ARB']	19	9	1
1035	['QVR', '8ZB', 'DJ2']	19	6	3
1036	['5WV', 'ISN']	19	10	2
1037	['GJY', '7FA']	19	4	2
1038	['QPS']	19	7	1
1039	['4CO']	19	10	1
1040	['TFX', 'TFL']	19	8	2
1041	['0WE']	19	5	1
1042	['5MB', '6AI', '1LY', '2K4', '5MI', 'F60', '8H4', '70S', '14O', '2BP', '5H1']	19	15	11
1043	['Z80']	19	9	1
1044	['444']	19	9	1
1045	['GSU', 'QSI', '1EI']	19	12	3
1046	['VX6']	19	11	1
1047	['2XB']	19	3	1
1048	['CSF']	19	12	1
1049	['GLD']	19	9	1
1050	['TB0', 'CNH', 'TAN']	19	16	3
1051	['B49']	19	11	1
1052	['ADQ']	19	6	1
1053	['IBP']	19	11	1
1054	['AMQ']	19	8	1
1055	['MER']	19	10	1
1056	['2M4']	19	5	1
1057	['EZ4', 'FUD']	19	6	2
1058	['PCI']	19	7	1
1059	['T3']	19	14	1
1060	['TLM']	19	5	1
1061	['HXA', 'ERU']	19	9	2
1062	['CBE']	19	7	1
1063	['DT6']	19	2	1
1064	['W1G', 'PV4']	19	3	2
1065	['RSF']	19	2	1
1066	['LDT']	18	18	1
1067	['VTP', 'ZTP', 'OTP']	18	13	3
1068	['J48']	18	4	1
1069	['BLO', 'BLS']	18	7	2
1070	['IPD']	18	9	1
1071	['152']	18	10	1
1072	['BHE']	18	14	1
1073	['MDM']	18	6	1
1074	['MFX']	18	7	1
1075	['MK1']	18	15	1
1076	['1FL']	18	7	1
1077	['1DF']	18	4	1
1078	['RHQ']	18	13	1
1079	['T8T']	18	2	1
1080	['C3S']	18	7	1
1081	['UAP']	18	12	1
1082	['L6T']	18	5	1
1083	['1AZ']	18	2	1
1084	['Z9M']	18	7	1
1085	['FLU']	18	11	1
1086	['TRA', 'TRC', '1AL']	18	8	3
1087	['NFL', 'FLF', 'HUY']	18	10	3
1088	['KZH']	18	2	1
1089	['CRB']	18	9	1
1090	['DX4', 'CFP', '6GU']	18	11	3
1091	['MUB']	18	7	1
1092	['ZT2', 'RVN', 'IMV']	18	5	3
1093	['LDZ', 'ALD']	18	5	2
1094	['SC2', 'J3D']	18	5	2
1095	['KGA', 'KGJ']	18	2	2
1096	['NBB']	18	9	1
1097	['6ZL']	18	6	1
1098	['BDR']	18	7	1
1099	['5M8']	18	2	1
1100	['9PL']	18	4	1
1101	['C3P', 'U3P', 'UMF']	18	10	3
1102	['0LI']	18	11	1
1103	['TMQ']	18	6	1
1104	['DBV']	18	7	1
1105	['GQK']	18	3	1
1106	['GN1']	18	12	1
1107	['CO6', 'OXK', '2MC']	18	6	3
1108	['PRL']	18	9	1
1109	['LQT', 'MMK']	18	8	2
1110	['FSC']	18	11	1
1111	['TEX']	18	1	1
1112	['2LM', '3LM']	18	5	2
1113	['093']	18	4	1
1114	['PCD']	17	14	1
1115	['BIO', '7AP']	17	7	2
1116	['INE']	17	6	1
1117	['AIC']	17	8	1
1118	['TEP']	17	7	1
1119	['GCV']	17	9	1
1120	['DBS']	17	7	1
1121	['OHM', 'OHN']	17	6	2
1122	['X8Z']	17	13	1
1123	['TGK']	17	2	1
1124	['PRE']	17	4	1
1125	['TOY']	17	11	1
1126	['2CH', '938', 'L97', 'HTS', 'BEW', '93E']	17	10	6
1127	['1SY']	17	13	1
1128	['GDE', 'SHL']	17	10	2
1129	['TZE']	17	5	1
1130	['ANU']	17	5	1
1131	['COS']	17	5	1
1132	['265', 'C21']	17	3	2
1133	['GEG', 'FVT', 'OKG', 'LAF', 'HKV', 'AW9']	17	7	6
1134	['DVC']	17	4	1
1135	['PBD']	17	10	1
1136	['TP9']	17	12	1
1137	['BAU']	17	4	1
1138	['RDC']	17	9	1
1139	['HLT']	17	6	1
1140	['GEN']	17	11	1
1141	['O3V']	17	8	1
1142	['7HQ', 'I3A']	17	5	2
1143	['SUE']	17	5	1
1144	['MZM']	17	7	1
1145	['G16']	17	13	1
1146	['CAO']	17	8	1
1147	['T27']	17	17	1
1148	['DTY', '34H']	17	6	2
1149	['EZL']	17	8	1
1150	['YZS', 'LCV']	17	2	2
1151	['TIZ']	17	2	1
1152	['N9S']	17	11	1
1153	['SGA']	17	11	1
1154	['CSS']	17	3	1
1155	['LER', 'KIK']	17	4	2
1156	['TAD']	17	7	1
1157	['TNR']	17	10	1
1158	['XFN']	17	9	1
1159	['FWD']	17	9	1
1160	['FUB']	17	13	1
1161	['HQJ', 'L5V']	17	2	2
1162	['T55', 'OGG', 'FXQ', 'GHS']	17	9	4
1163	['SQU']	17	16	1
1164	['PJL', '64Z', 'BKN', 'M1T', 'GRQ']	17	7	5
1165	['AMI']	17	9	1
1166	['40S']	17	6	1
1167	['3BU', 'AOS', 'X9X']	17	6	3
1168	['4Z9', 'DTR']	17	8	2
1169	['DCQ']	17	10	1
1170	['SLA']	17	4	1
1171	['REL', '2UF']	16	3	2
1172	['PML', 'FA7', 'GVA']	16	8	3
1173	['PHQ']	16	12	1
1174	['BXB']	16	2	1
1175	['8L1']	16	3	1
1176	['30W']	16	8	1
1177	['JF1']	16	4	1
1178	['PM7']	16	6	1
1179	['DAR', 'P0A']	16	9	2
1180	['PCA']	16	11	1
1181	['09T']	16	1	1
1182	['NPM']	16	3	1
1183	['S0N']	16	4	1
1184	['LWY']	16	1	1
1185	['PB2']	16	2	1
1186	['J01']	16	4	1
1187	['MSS']	16	9	1
1188	['ARI']	16	5	1
1189	['MNB', 'QAS']	16	12	2
1190	['PZI']	16	3	1
1191	['C4W']	16	3	1
1192	['OGK']	16	2	1
1193	['CRH', 'DXB']	16	4	2
1194	['EMT']	16	5	1
1195	['8CM', 'CWS', '0P6', 'KUF']	16	8	4
1196	['SN0']	16	6	1
1197	['LUR']	16	6	1
1198	['T1C']	16	7	1
1199	['0VJ']	16	1	1
1200	['NDS']	16	9	1
1201	['4M4', 'F0J', 'V55', '7WQ', '4HM']	16	12	5
1202	['AS1']	16	5	1
1203	['SBO', 'PBM']	16	7	2
1204	['MAV']	16	8	1
1205	['ERE']	16	4	1
1206	['PEQ', 'APO']	16	4	2
1207	['UDA']	16	1	1
1208	['P6L']	16	9	1
1209	['HSO']	16	7	1
1210	['C91']	16	3	1
1211	['NOV']	16	8	1
1212	['ECH']	16	6	1
1213	['GEE', '6OM', 'CA1', 'MEC', 'EMB']	16	5	5
1214	['CVI']	16	5	1
1215	['BRU']	16	3	1
1216	['FPI', '6LB', 'AMC', 'B24', '1FP', '6OQ']	16	8	6
1217	['INN']	16	11	1
1218	['RUU', 'XXM']	16	6	2
1219	['9A3']	16	1	1
1220	['HEN', 'HEY']	16	2	2
1221	['147']	16	6	1
1222	['T3F', '1JB']	16	6	2
1223	['J4J']	16	1	1
1224	['83Y']	16	4	1
1225	['2GL']	16	3	1
1226	['6EL']	16	1	1
1227	['E4M']	16	4	1
1228	['KOJ']	16	5	1
1229	['REP']	16	5	1
1230	['NLC']	16	9	1
1231	['741']	16	1	1
1232	['9XA']	16	1	1
1233	['CHS']	16	2	1
1234	['LU2']	16	10	1
1235	['AIN', 'ZZ8', '8BV']	16	9	3
1236	['3GK']	16	4	1
1237	['173', '8OZ']	16	11	2
1238	['MJ5', 'FPL']	16	2	2
1239	['ZER']	16	4	1
1240	['DDS']	16	10	1
1241	['RHE']	16	1	1
1242	['CPH']	16	7	1
1243	['M3P', 'OOG']	16	7	2
1244	['M4R']	16	5	1
1245	['MCA']	16	5	1
1246	['V14']	16	8	1
1247	['ML6', '9P4', 'M48']	16	9	3
1248	['TLO']	16	10	1
1249	['ZOF', 'BH7']	16	5	2
1250	['KYN']	15	9	1
1251	['DGG']	15	5	1
1252	['BER']	15	9	1
1253	['TDG']	15	7	1
1254	['3C4']	15	5	1
1255	['N2Y']	15	2	1
1256	['9Z0']	15	2	1
1257	['CTS', 'X05']	15	8	2
